timestamp,wrist_x,wrist_y,wrist_z,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_tip_x,index_tip_y,index_tip_z
2025-07-14 23:32:22.742546,0.5478044152259827,0.7993207573890686,7.400807362500927e-07,0.23061662912368774,0.7794941663742065,-0.1231410875916481,0.19225434958934784,0.43023917078971863,-0.1180054247379303
2025-07-14 23:32:22.977302,0.533004105091095,0.7618193626403809,5.26006260770373e-07,0.2231186330318451,0.6809386610984802,-0.11758224666118622,0.21234598755836487,0.35115331411361694,-0.11340945959091187
2025-07-14 23:32:23.277027,0.5216447114944458,0.7951804995536804,2.070333806614144e-07,0.2450983226299286,0.6396030187606812,-0.10996661335229874,0.2893758714199066,0.3090343475341797,-0.10403085500001907
2025-07-14 23:32:23.577266,0.5253052115440369,0.8168982267379761,-5.054366880585803e-08,0.2420831173658371,0.6400299668312073,-0.09673712402582169,0.321478933095932,0.2914566099643707,-0.10266357660293579
2025-07-14 23:32:23.843437,0.5345022678375244,0.8353497982025146,1.6687447157437418e-07,0.25622665882110596,0.6723875403404236,-0.09676246345043182,0.38259395956993103,0.29027658700942993,-0.10182206332683563
2025-07-14 23:32:24.177926,0.5685495734214783,0.8463795781135559,2.1624633461669873e-07,0.29784321784973145,0.7158933281898499,-0.10216754674911499,0.41183021664619446,0.3363799750804901,-0.11741553992033005
2025-07-14 23:32:24.477665,0.6069625020027161,0.8591460585594177,-2.65208797145533e-07,0.28561145067214966,0.7645993232727051,-0.07941819727420807,0.29588794708251953,0.5157548189163208,-0.11771697551012039
2025-07-14 23:32:24.778320,0.5910068154335022,0.8773284554481506,7.84262169872818e-07,0.348044753074646,0.774432897567749,-0.13710641860961914,0.3473763167858124,0.3585258722305298,-0.1421164870262146
2025-07-14 23:32:25.044544,0.5821710824966431,0.8649017214775085,8.768344059717492e-07,0.2919234037399292,0.733609139919281,-0.13340264558792114,0.3585994243621826,0.3047703206539154,-0.12695565819740295
2025-07-14 23:32:25.344089,0.5487833619117737,0.8693482875823975,7.972021194291301e-07,0.19915124773979187,0.7620171904563904,-0.1456061154603958,0.3060947358608246,0.2840741276741028,-0.13588902354240417
2025-07-14 23:32:25.645399,0.5413357615470886,0.8860454559326172,7.042663128231652e-07,0.1999323070049286,0.7538502812385559,-0.13977350294589996,0.3043261468410492,0.3052457869052887,-0.128989577293396
2025-07-14 23:32:25.944759,0.5477975010871887,0.8757032155990601,6.916287134117738e-07,0.2064225971698761,0.7544762492179871,-0.1388522982597351,0.3183369040489197,0.29193535447120667,-0.12018484622240067
2025-07-14 23:32:26.279288,0.5452947020530701,0.8734462261199951,7.06249920767732e-07,0.19444946944713593,0.7634158134460449,-0.14422933757305145,0.3066536486148834,0.2989862859249115,-0.11979211121797562
2025-07-14 23:32:26.579441,0.5405469536781311,0.8813844323158264,6.986941230024968e-07,0.18451528251171112,0.7940271496772766,-0.13510631024837494,0.29238152503967285,0.31497180461883545,-0.11751700192689896
2025-07-14 23:32:26.879133,0.5346406698226929,0.8878176212310791,7.074341397128592e-07,0.17880770564079285,0.8101353645324707,-0.1374950110912323,0.28452321887016296,0.318416565656662,-0.12027804553508759
2025-07-14 23:32:27.156186,0.5342893004417419,0.8885072469711304,6.84141355122847e-07,0.17672176659107208,0.8060808777809143,-0.13665108382701874,0.2838713824748993,0.31877416372299194,-0.12024743109941483
2025-07-14 23:32:27.446010,0.5335709452629089,0.8902403116226196,7.074991685840359e-07,0.17416810989379883,0.8066174983978271,-0.14036191999912262,0.284930557012558,0.3179996609687805,-0.12152637541294098
2025-07-14 23:32:27.746251,0.5316540598869324,0.8902182579040527,6.816953828092664e-07,0.17001646757125854,0.8070920705795288,-0.14034266769886017,0.2782928943634033,0.32048720121383667,-0.12464635819196701
2025-07-14 23:32:28.048015,0.5285491943359375,0.8908764719963074,6.967904937482672e-07,0.1676802784204483,0.8091654777526855,-0.14332258701324463,0.27302730083465576,0.32237204909324646,-0.1260208636522293
2025-07-14 23:32:28.346549,0.5219293832778931,0.8939365744590759,6.678474164800718e-07,0.15913061797618866,0.812140166759491,-0.13901729881763458,0.2645215392112732,0.32437655329704285,-0.12695203721523285
